sleep_hours,daily_exercise_mins,screen_time_hours,diet_quality,stress_level,productivity,mood
6.36,19,2.28,5,9,5.3,4.83
7.88,38,5.71,2,9,2.99,3.61
4.6,10,2.27,4,8,4.27,3.53
7.69,6,5.24,6,7,5.02,4.37
10.04,15,2.07,8,4,6.76,7.56
4.96,19,6.07,5,6,3.17,4.47
7.28,11,5.69,6,6,4.84,5.42
6.01,42,2.8,8,5,5.64,4.12
7.64,15,5.16,7,6,5.15,5.8
7.03,1,5.89,7,6,4.88,4.33
6.04,5,2.15,6,6,5.52,5.58
7.73,12,1.93,5,7,5.22,5.03
9.71,24,1.86,7,6,7.07,8.35
6.71,5,1.57,8,7,4.34,5.14
8.08,75,1.85,9,2,7.19,6.43
5.06,8,5.85,10,8,4.6,4.61
5.57,15,5.12,9,7,5.53,5.4
7.71,0,0.61,6,5,5.63,4.7
9.23,43,2.98,4,5,6.29,3.81
7.53,31,1.68,7,5,7.07,6.56
6.53,4,5.72,8,7,5.18,6.97
7.0,54,3.1,1,8,3.99,4.95
5.12,8,0.91,3,9,3.25,3.09
7.91,24,4.34,5,7,3.76,4.65
8.32,34,5.21,5,8,4.16,5.13
6.32,27,2.09,3,8,2.9,4.94
6.29,50,3.47,7,5,5.22,5.22
7.4,40,2.2,8,3,6.16,6.42
6.34,104,6.49,6,8,6.61,7.17
6.9,4,3.14,3,8,4.0,4.05
10.15,7,2.56,6,4,6.41,7.63
6.63,20,3.9,4,8,3.68,4.51
6.46,26,3.58,4,7,4.28,4.34
6.03,15,5.38,8,6,3.54,5.34
8.12,2,6.43,8,4,6.29,4.94
6.73,37,6.45,5,8,4.21,4.94
6.03,65,3.24,7,6,4.7,6.04
8.98,10,4.61,4,7,4.8,4.16
9.13,5,6.98,7,4,6.37,7.09
6.1,0,7.05,5,9,4.29,3.98
4.2,5,2.25,4,7,4.82,3.29
8.51,24,5.18,4,6,4.94,6.31
5.97,49,4.85,7,6,4.45,4.18
8.19,2,5.85,3,6,4.63,4.8
4.04,16,6.49,5,8,4.13,4.02
8.34,24,1.92,8,5,6.68,6.76
5.18,6,2.62,5,7,4.17,3.68
8.1,17,5.82,3,8,4.79,6.08
7.02,25,4.3,6,6,4.88,5.83
5.57,36,0.5,7,7,5.22,4.5
6.39,12,0.67,4,7,4.6,3.89
8.03,28,5.33,8,7,3.87,4.56
7.16,7,5.68,7,8,4.39,4.98
7.88,5,1.3,7,3,5.12,7.86
9.96,4,6.2,7,5,5.07,5.21
4.65,9,3.61,6,6,3.24,4.59
9.43,1,1.96,7,7,5.98,5.87
7.16,7,2.88,6,7,5.33,5.35
5.65,21,1.55,8,6,4.52,5.8
5.0,21,2.77,8,8,4.01,5.12
6.72,2,0.5,5,6,5.09,3.69
8.38,7,3.85,5,7,5.72,4.47
6.81,17,5.17,5,7,4.82,4.3
9.27,8,1.31,5,4,6.57,6.05
4.82,11,4.03,8,8,4.41,5.85
6.98,25,2.39,3,6,5.06,6.19
5.12,0,5.34,7,8,3.93,4.28
7.55,6,0.5,8,6,6.1,5.72
8.33,3,5.42,5,4,4.41,5.48
6.37,3,0.5,9,6,6.72,6.17
3.09,64,3.58,8,7,5.97,6.29
7.3,9,2.58,5,5,5.17,3.94
7.66,15,3.28,7,4,6.99,6.54
7.61,26,0.94,5,6,5.64,6.28
8.85,1,7.32,4,7,4.53,4.01
5.39,6,1.43,5,8,3.77,5.2
8.02,36,1.58,8,5,7.72,5.74
8.79,40,7.59,5,6,5.26,4.28
4.33,9,4.65,6,6,4.07,3.98
7.48,9,1.49,4,7,5.33,5.32
6.24,28,3.74,8,6,5.73,4.09
6.88,7,3.53,7,8,4.71,3.73
7.52,2,0.62,5,5,5.84,6.11
6.27,6,2.48,2,8,2.41,3.36
5.99,10,3.95,5,7,4.22,4.66
7.05,1,6.53,7,4,5.25,5.92
5.37,13,3.62,6,8,4.16,3.19
5.37,27,3.77,6,7,5.13,4.14
8.02,14,2.37,7,6,5.1,5.86
5.28,1,6.19,5,8,3.59,3.06
8.0,12,5.8,4,6,6.49,4.45
7.69,25,5.58,7,6,6.02,6.45
4.41,1,4.22,4,8,4.0,1.64
5.98,1,0.8,4,7,4.07,4.29
8.79,9,6.17,7,7,6.49,4.92
5.53,4,4.11,4,8,2.54,3.49
6.3,55,3.38,5,9,5.46,4.46
7.69,17,4.9,9,6,5.78,6.35
8.18,7,4.45,9,6,5.55,6.3
6.62,24,1.86,8,6,5.12,6.08
6.1,9,3.36,7,6,4.92,5.64
9.13,3,0.5,8,5,7.15,5.42
9.61,5,4.17,10,5,5.98,6.98
8.47,21,6.66,8,6,6.95,5.52
7.13,1,0.5,6,7,4.31,3.76
5.79,6,4.26,8,5,4.91,4.58
5.75,5,5.34,5,9,3.39,4.74
7.78,4,5.63,6,6,5.07,5.03
7.63,23,2.51,6,4,5.21,6.19
9.1,35,1.8,6,5,5.78,6.65
7.98,25,2.83,5,6,4.41,4.62
4.75,21,6.38,8,8,4.56,5.11
8.58,50,0.58,4,7,4.56,4.59
5.5,1,1.57,6,6,4.36,5.26
6.42,4,3.08,4,9,3.18,3.48
7.38,11,2.05,2,9,3.08,2.73
9.99,9,3.92,8,5,6.0,6.96
11.0,11,6.83,8,4,6.19,6.58
7.91,5,1.59,5,9,5.05,5.37
6.73,3,3.71,6,8,4.17,5.32
7.8,14,3.98,5,7,5.84,2.58
8.33,53,3.33,5,4,5.43,8.72
6.52,10,0.84,5,7,4.53,3.68
9.69,1,2.72,7,4,5.93,7.14
7.35,24,2.73,5,7,4.86,4.65
7.75,7,5.27,7,6,5.32,5.84
8.0,6,4.84,9,3,6.29,6.12
7.63,8,0.9,7,4,6.34,7.23
8.26,26,3.23,6,5,5.77,4.69
6.07,34,3.0,5,9,4.55,5.25
6.16,18,7.91,6,7,5.25,3.01
5.35,8,4.58,3,6,3.43,3.69
7.66,7,1.85,9,4,7.23,5.45
8.17,3,2.45,4,6,4.99,5.52
7.69,54,3.24,3,9,2.66,4.81
9.51,20,4.72,6,7,5.83,6.32
6.99,1,4.97,7,5,6.2,5.18
8.0,22,4.4,8,6,6.32,5.92
5.36,12,3.58,6,8,4.17,4.26
6.42,72,3.73,8,6,5.6,5.14
8.04,34,3.74,8,5,7.39,8.51
8.27,4,0.5,7,6,5.86,5.35
6.56,25,3.88,4,8,3.41,3.95
6.89,13,2.85,7,7,5.26,5.61
4.72,4,0.69,4,9,2.92,3.16
6.46,24,8.84,10,6,3.93,6.21
8.34,16,4.62,7,7,5.55,4.27
7.86,1,4.03,5,6,4.94,4.99
7.75,21,3.26,7,7,5.26,4.93
7.07,20,5.46,4,7,4.13,4.75
7.01,3,1.68,3,7,4.28,5.41
6.01,9,3.37,8,6,4.71,6.94
8.05,18,2.1,4,7,4.09,4.57
7.63,3,5.44,6,6,4.07,3.15
7.74,38,2.35,6,5,5.48,6.1
6.21,1,6.2,6,7,4.53,4.22
3.77,2,3.8,4,7,1.64,2.49
8.65,2,5.55,6,6,5.65,5.72
6.28,15,4.8,6,5,4.66,5.16
5.71,19,6.12,8,7,4.46,5.7
8.04,10,2.13,10,5,7.62,6.49
6.41,7,5.81,2,7,4.34,2.98
8.59,33,0.5,5,4,6.37,5.49
7.93,1,4.09,6,5,4.55,4.92
8.03,7,2.91,8,4,6.97,6.89
4.95,1,1.19,7,7,3.8,4.04
8.82,0,2.21,8,4,6.1,5.42
7.39,9,2.72,3,7,4.47,4.69
6.45,4,3.61,5,6,3.0,4.96
7.22,6,2.95,9,5,6.13,7.79
4.34,34,4.16,4,9,2.9,5.48
7.61,4,2.34,1,6,3.63,5.1
5.46,30,3.05,5,7,3.54,4.96
4.97,22,3.42,7,7,5.39,4.74
4.72,8,4.36,6,7,3.83,3.57
8.67,16,5.7,4,7,4.82,6.72
6.06,12,5.71,5,8,5.24,4.49
9.3,3,4.47,4,5,5.91,6.5
6.2,48,4.86,4,9,4.23,4.14
4.44,17,4.62,4,8,2.92,3.85
5.33,42,3.37,6,9,3.93,4.67
8.85,35,5.8,2,8,4.76,3.88
6.77,2,2.17,8,7,4.64,6.0
6.18,5,0.5,6,7,3.42,6.71
7.24,3,1.92,4,8,3.8,3.99
7.75,36,6.81,4,7,4.96,4.55
8.68,40,3.41,5,8,4.92,3.96
9.17,15,4.55,6,5,6.55,6.48
6.46,2,3.45,6,7,4.16,5.26
5.01,3,5.12,6,9,3.67,4.42
6.38,34,4.14,5,10,3.71,4.12
7.39,53,3.86,6,7,5.35,5.2
5.55,4,5.23,2,8,2.3,3.22
5.56,0,3.07,4,8,4.65,4.18
7.52,8,4.74,5,5,5.65,5.04
6.93,1,3.65,4,9,3.03,3.69
7.05,35,3.79,6,3,6.42,4.45
5.86,14,2.36,4,7,5.16,4.93
6.65,21,3.57,9,8,5.92,5.89
5.61,11,2.92,3,9,4.35,2.31
8.34,8,6.26,9,6,6.04,6.83
8.55,5,0.63,2,5,5.24,5.25
4.23,29,5.78,10,8,5.28,4.82
5.61,24,0.51,7,5,4.65,4.55
4.76,9,5.07,7,6,5.06,5.44
6.02,8,2.32,4,9,4.14,3.51
6.87,0,5.13,5,6,3.73,2.71
4.83,1,3.76,6,6,3.04,4.26
5.62,20,1.14,6,5,5.17,5.14
5.49,14,6.72,8,7,4.62,5.06
7.31,11,5.55,7,6,4.33,4.86
7.1,35,5.01,6,9,5.7,5.0
5.92,14,2.72,8,6,5.6,6.03
7.27,10,5.62,8,5,5.91,4.1
6.18,4,1.43,5,4,4.95,5.32
6.59,34,0.5,5,7,4.09,5.67
9.51,17,0.88,10,4,6.55,7.37
9.01,2,2.16,6,6,6.53,4.74
5.05,21,2.49,5,7,4.37,4.95
8.24,11,3.13,6,6,4.68,6.64
8.22,33,3.22,8,6,6.1,5.47
5.28,50,2.7,7,6,5.57,5.13
8.23,18,0.5,6,4,5.58,5.25
9.31,26,4.38,7,6,6.25,5.81
5.32,1,3.47,6,7,5.0,4.34
5.62,16,2.61,6,8,5.7,5.3
8.53,28,6.8,5,7,3.78,5.71
7.41,14,3.52,6,7,5.71,5.31
7.83,18,4.12,5,7,5.3,6.83
7.51,46,5.59,6,8,5.4,4.23
7.59,4,1.02,6,7,4.54,4.85
5.01,2,3.95,3,7,3.7,3.44
8.57,23,5.59,5,4,5.14,5.36
8.75,35,3.82,6,6,6.13,5.78
6.66,38,1.39,9,5,6.57,7.13
6.93,21,3.04,6,5,6.18,4.65
4.7,36,4.38,6,8,4.83,5.75
7.77,24,0.5,10,4,5.5,6.41
7.86,2,1.29,3,6,4.63,3.99
6.91,29,7.95,3,8,4.82,4.81
8.69,4,4.97,5,5,4.19,6.38
6.5,5,6.97,5,10,3.7,3.69
7.85,10,5.73,6,4,5.62,6.55
5.47,8,4.79,5,6,2.54,3.5
6.96,8,3.38,4,10,4.21,2.5
6.74,4,4.76,8,5,4.96,6.45
7.34,7,6.9,5,7,4.59,3.39
6.45,0,5.65,8,7,5.11,5.21
6.8,13,4.33,4,8,3.98,5.76
8.24,29,3.66,10,5,6.72,6.28
6.34,40,5.0,3,10,3.0,2.68
4.59,34,2.94,6,6,4.47,3.81
9.62,11,5.0,4,7,4.7,4.24
9.07,26,2.6,6,5,6.3,5.26
5.06,7,3.29,4,7,3.78,2.51
8.03,1,1.94,2,7,3.45,4.97
6.25,23,3.12,5,7,4.0,3.25
7.4,21,2.63,9,6,5.5,6.86
7.44,32,7.38,4,9,4.17,2.97
6.65,19,2.21,7,6,5.43,5.61
5.82,3,4.77,6,6,4.4,5.33
5.96,38,2.11,5,5,5.06,4.92
5.63,20,4.09,10,5,5.38,5.08
5.75,33,4.58,5,6,3.96,4.53
6.9,30,0.5,6,5,4.55,5.15
5.93,7,1.2,6,5,4.67,4.86
8.02,2,2.09,9,4,5.9,5.6
9.23,4,1.39,3,8,6.44,5.12
6.13,2,4.17,10,5,7.19,5.84
7.36,6,4.49,9,7,5.98,6.57
7.75,12,1.87,7,6,4.98,6.65
7.71,47,4.25,7,5,5.91,6.38
7.11,41,3.15,6,6,5.6,5.22
8.11,25,3.8,6,4,4.19,5.25
7.72,0,2.74,7,5,5.54,5.06
5.14,8,4.98,4,7,2.71,3.96
8.3,23,7.27,9,6,5.81,6.8
8.33,3,5.55,6,6,4.59,5.3
5.86,32,6.79,6,7,4.46,4.64
7.06,49,1.19,4,6,4.8,3.93
8.02,9,2.65,8,6,6.03,6.25
6.69,24,5.13,6,6,5.49,4.7
8.61,3,7.02,5,6,5.35,6.06
10.55,23,5.3,4,6,6.98,6.02
5.82,0,1.95,6,8,4.04,4.26
4.93,3,3.13,4,8,4.55,3.88
7.46,25,4.67,7,8,4.5,6.95
8.08,25,3.67,7,5,4.62,6.76
6.65,20,2.4,5,4,5.48,4.66
9.18,13,3.42,6,6,6.82,6.33
4.99,22,3.97,8,6,4.39,7.5
8.04,30,1.83,6,6,6.05,6.48
6.09,68,5.97,6,8,4.36,4.87
9.58,44,3.12,6,3,7.4,7.71
9.99,32,3.85,5,5,6.81,4.7
5.85,24,6.07,5,8,4.37,3.34
6.18,17,3.75,5,7,3.62,2.97
8.29,3,5.96,7,6,5.71,4.39
6.42,4,1.94,6,7,3.53,4.88
6.93,34,4.87,7,7,5.28,4.32
7.04,33,5.68,8,4,5.31,5.26
4.12,19,2.34,4,10,3.34,1.85
6.98,12,3.64,4,6,4.54,4.93
5.97,1,3.68,7,7,4.8,3.89
6.26,8,4.42,6,7,3.45,5.41
9.17,11,4.95,6,7,4.63,5.57
5.12,13,2.18,6,8,5.56,5.51
8.22,53,3.88,4,7,5.81,4.91
6.58,2,7.18,7,7,4.87,5.6
6.58,15,6.11,6,7,3.51,4.94
8.19,9,5.59,4,6,4.95,5.31
7.51,92,3.61,6,4,6.58,7.06
7.86,40,8.26,6,6,4.97,5.58
8.45,12,6.06,7,7,4.58,5.99
6.5,162,4.07,8,4,6.77,7.61
6.08,14,4.44,6,8,5.16,3.27
5.37,4,3.08,3,7,4.13,3.85
5.76,16,4.79,7,7,5.42,5.56
11.0,5,5.19,10,4,7.77,7.73
8.87,20,5.41,7,7,5.04,4.84
4.97,55,3.64,6,7,3.52,5.14
5.02,31,1.05,7,7,4.86,3.85
7.72,6,4.48,7,6,6.07,4.23
7.82,7,5.41,6,6,5.83,6.23
7.82,1,2.04,8,4,5.29,6.69
6.62,7,3.82,4,8,4.31,3.48
6.81,2,6.68,5,8,3.61,4.63
7.49,14,1.59,7,5,5.53,5.72
7.13,25,3.43,7,6,4.55,6.28
3.67,28,6.97,5,9,3.79,5.8
6.66,1,4.32,5,5,4.99,4.0
5.72,8,2.95,5,6,3.52,4.14
7.26,7,3.99,5,6,4.55,3.92
11.0,2,5.65,7,4,5.43,7.69
7.55,9,3.59,6,5,4.08,5.25
6.53,7,5.2,8,7,4.14,5.16
8.38,20,4.47,4,7,4.87,4.58
7.72,43,4.63,6,5,5.28,5.27
7.63,12,5.32,7,6,5.39,5.15
7.91,27,3.41,7,6,5.35,5.6
10.08,3,2.11,4,5,6.19,6.36
5.3,45,4.95,8,5,5.13,6.28
7.71,3,3.74,6,5,6.06,5.56
5.61,4,3.1,9,4,5.2,6.95
7.83,2,5.05,6,9,5.11,5.41
5.62,7,6.55,8,5,4.91,4.69
6.37,16,3.69,5,6,3.73,5.39
6.56,88,4.02,6,6,6.81,6.43
8.46,32,1.64,7,3,7.75,6.74
8.38,10,3.55,3,6,4.64,4.48
5.13,17,4.44,2,9,2.88,1.87
7.08,20,3.96,5,7,5.41,4.43
5.94,35,3.28,4,8,4.18,2.68
5.11,27,5.45,2,10,3.44,2.58
6.67,17,4.12,7,6,5.37,5.4
6.54,22,9.18,5,8,4.21,5.11
10.64,27,4.42,5,6,5.56,5.75
7.65,3,0.5,6,7,4.78,5.56
4.93,4,1.78,7,7,5.29,5.6
6.15,23,5.06,7,6,6.07,4.26
8.53,38,2.71,6,6,5.97,6.42
10.13,11,2.84,7,5,7.35,5.33
4.62,78,1.52,5,6,4.34,4.0
4.18,5,3.05,5,7,4.1,3.06
9.81,11,4.39,2,7,4.53,4.17
7.58,10,4.77,7,7,5.24,4.87
5.7,53,1.96,5,6,4.76,5.16
7.8,7,5.61,10,4,6.19,6.54
3.05,13,1.62,7,8,2.04,3.17
7.01,4,4.88,8,6,4.42,4.38
7.49,15,4.67,7,6,4.12,6.14
8.39,39,2.13,7,5,5.9,7.15
5.48,7,1.89,7,6,4.1,4.99
7.13,33,4.76,7,6,4.22,3.36
5.61,48,2.88,6,8,4.04,4.4
7.38,2,3.62,5,6,4.63,4.34
5.66,28,5.37,4,8,6.04,3.49
6.39,6,4.96,7,7,4.69,6.06
5.51,4,2.17,8,6,4.8,5.81
7.98,18,3.89,6,7,4.25,6.05
8.29,24,2.13,6,5,5.01,6.77
6.65,10,5.74,4,10,4.35,3.5
7.06,1,7.07,5,8,5.2,4.06
4.83,48,2.31,4,9,3.27,3.93
6.55,26,3.94,4,8,4.37,3.81
6.92,6,5.83,6,9,6.23,4.11
10.93,14,4.05,6,5,7.75,7.28
5.33,1,5.12,7,8,4.44,4.94
9.2,8,4.1,7,7,5.07,4.33
8.5,15,1.89,4,6,4.42,5.04
7.42,15,4.24,3,7,2.73,5.22
9.64,5,6.25,4,9,4.69,5.51
7.56,30,4.63,5,7,6.21,5.12
7.58,7,7.25,7,7,4.52,6.52
6.92,17,0.5,7,6,5.32,5.33
8.84,6,4.76,6,5,5.53,5.58
8.64,11,2.7,7,6,5.85,4.38
6.06,5,2.25,10,5,5.22,6.17
5.02,20,6.67,6,8,3.91,5.66
6.7,11,3.49,6,6,5.15,5.04
5.8,0,3.3,4,7,4.24,4.11
6.9,1,4.69,7,6,5.29,5.12
8.86,13,0.5,8,5,5.89,7.06
6.31,4,6.71,5,8,3.95,3.6
6.94,18,7.81,5,9,4.36,5.73
7.09,10,5.83,5,7,5.25,5.5
8.27,21,4.82,4,8,5.06,5.33
3.63,61,3.57,6,9,3.36,5.05
6.09,15,1.85,6,6,4.94,4.96
7.32,31,6.39,6,6,5.43,4.74
8.8,28,5.83,9,6,6.71,6.98
6.26,51,4.9,7,5,5.95,6.57
4.19,5,4.67,4,8,3.62,3.02
7.93,35,4.6,7,6,4.63,5.68
6.05,47,2.95,5,7,4.05,4.87
5.22,10,9.0,5,8,4.41,2.08
6.06,8,3.43,6,7,3.87,3.85
6.72,61,3.15,5,5,5.6,4.89
6.09,20,6.24,6,8,3.94,5.48
3.69,10,3.94,10,6,5.65,5.53
8.35,31,3.96,5,6,6.17,4.61
8.91,7,6.83,6,6,4.68,5.84
7.98,4,5.36,6,7,5.5,5.28
5.29,16,5.46,5,8,4.52,3.55
6.7,17,1.16,5,5,5.46,4.57
6.99,35,4.8,8,6,5.52,7.81
7.9,12,1.99,5,8,3.67,3.57
8.0,34,3.09,4,7,5.83,4.55
5.9,7,4.35,9,7,4.74,6.14
7.12,17,3.93,4,5,4.56,4.04
7.69,5,5.31,8,6,5.88,5.39
9.18,10,5.54,6,5,4.96,4.92
8.06,39,5.69,4,7,4.08,5.12
8.18,5,1.31,5,5,4.74,5.74
7.13,33,8.73,6,9,3.88,3.86
9.12,7,3.95,3,7,3.95,5.96
7.61,1,6.43,7,6,5.14,4.62
5.71,2,0.5,7,5,5.26,5.6
9.11,27,3.47,5,6,5.11,4.67
8.05,6,1.08,7,6,5.76,6.35
6.34,21,2.28,6,7,2.9,5.39
6.28,24,4.1,8,7,5.48,4.88
7.44,8,3.33,4,9,4.3,4.63
7.69,13,6.63,5,8,5.32,4.96
7.3,10,7.54,8,6,5.59,5.43
7.47,59,2.07,7,4,6.7,7.04
9.55,8,3.02,2,5,4.45,4.22
8.61,4,1.94,3,5,3.68,5.95
7.29,9,6.31,6,8,4.62,5.27
8.41,22,4.32,9,7,5.04,5.43
5.45,24,4.06,5,8,4.17,4.63
7.6,52,4.62,7,8,5.92,5.55
9.71,43,3.38,6,5,6.29,6.01
6.67,7,2.29,7,7,4.37,5.88
5.73,12,4.1,8,5,6.47,6.27
6.02,28,3.47,8,7,5.06,3.57
5.37,50,4.69,8,6,6.08,5.44
5.82,8,0.74,5,7,5.54,4.36
6.44,12,4.37,6,8,5.47,4.26
4.89,46,2.62,7,7,5.41,5.15
7.02,9,4.3,7,7,6.33,6.12
8.35,13,5.81,7,6,5.82,4.74
5.64,47,2.89,3,8,4.75,3.31
9.28,32,6.39,8,7,6.29,5.83
7.77,6,0.52,3,6,4.05,5.11
8.55,8,7.09,5,7,4.98,4.56
6.01,9,6.48,6,6,3.45,5.25
8.28,49,2.23,6,6,6.01,6.75
5.36,137,2.24,9,4,6.72,6.78
8.34,30,1.01,4,6,5.96,5.47
7.26,13,5.84,5,8,5.43,4.48
7.83,0,3.34,2,6,3.4,5.79
5.24,24,3.19,6,7,4.79,3.8
5.66,10,1.75,6,7,4.88,3.46
7.9,20,7.62,4,8,5.31,2.35
5.58,19,2.05,8,5,6.04,5.73
7.69,13,4.05,8,7,6.4,6.05
4.95,58,4.43,6,8,4.85,3.67
8.27,0,3.2,8,4,5.21,5.73
5.15,25,2.8,6,5,4.25,5.62
7.83,11,3.26,7,5,5.99,6.54
7.94,25,5.13,8,7,4.82,5.79
5.95,22,3.31,4,8,3.7,3.7
7.87,0,7.25,7,4,5.16,5.27
7.39,7,2.45,6,6,5.1,5.6
6.19,4,5.51,4,8,4.07,4.16
5.49,4,0.5,4,9,4.02,4.44
4.06,26,2.45,7,8,4.76,4.97
7.52,5,2.37,5,6,4.28,4.41
4.65,13,1.79,3,8,3.13,3.43
7.14,6,4.57,7,5,5.65,5.9
6.6,17,3.78,8,3,5.01,5.59
8.02,26,0.5,4,5,5.89,5.32
6.55,8,7.99,6,9,4.22,3.82
6.51,18,4.35,9,6,4.69,5.21
8.1,35,4.0,4,6,5.7,4.11
7.5,2,6.62,9,7,5.65,4.91
7.47,25,5.98,5,9,5.81,4.32
7.7,8,3.4,6,4,6.3,5.11
4.7,3,0.5,3,8,2.24,4.06
8.14,16,5.13,4,6,4.63,4.3
7.92,5,2.07,5,6,5.21,5.07
5.47,34,6.48,8,6,5.28,5.44
6.63,1,2.45,10,8,4.94,5.28
6.94,2,3.1,10,5,6.12,6.09
6.8,15,1.31,6,6,4.95,3.06
7.5,18,1.48,5,6,4.54,6.07
9.15,26,3.78,4,5,5.12,5.76
8.62,6,3.6,8,5,5.76,8.64
5.03,37,3.05,5,6,5.8,4.34
7.93,61,8.11,6,9,6.0,5.81
8.99,14,5.21,7,7,5.89,6.71
7.58,29,4.02,7,5,4.53,6.05
8.64,15,0.5,5,5,6.69,4.53
10.02,1,5.65,6,7,4.13,7.57
8.54,8,9.99,5,8,3.59,4.56
7.37,2,3.62,5,5,3.82,4.72
8.57,90,2.38,4,6,5.29,5.98
7.22,5,4.33,3,9,5.04,5.22
7.04,20,1.14,7,3,6.5,6.74
6.47,7,4.92,6,7,4.77,5.47
9.35,21,7.0,4,6,5.13,5.06
5.77,5,2.66,4,9,3.06,5.0
9.3,31,2.72,4,5,6.24,5.49
7.75,2,3.84,5,6,5.93,3.9
4.9,45,3.0,8,7,5.79,5.21
7.55,37,0.98,5,5,5.98,5.53
3.85,23,3.23,7,7,5.03,3.6
7.94,1,2.83,9,5,6.18,5.96
8.33,5,6.73,6,6,3.72,4.8
6.11,39,6.31,5,6,5.42,5.66
7.19,3,6.79,6,6,4.01,4.61
9.93,3,5.6,6,6,5.73,6.47
6.24,16,4.41,9,4,7.09,6.64
5.41,6,2.25,3,8,3.53,4.25
9.22,5,6.65,8,5,7.24,6.92
9.94,17,4.7,3,7,5.16,5.37
7.01,9,1.5,7,6,4.79,3.62
8.52,3,2.17,5,5,5.33,4.04
9.01,15,1.47,9,3,6.6,6.55
5.89,10,0.5,7,5,6.03,4.89
6.27,27,4.78,7,6,5.0,4.74
8.85,2,1.52,4,6,5.66,5.34
9.53,19,2.49,9,5,7.14,7.27
7.84,11,4.08,10,4,5.18,5.64
5.68,10,3.62,10,6,5.05,6.58
9.98,5,2.57,4,6,5.49,5.81
6.2,1,7.04,6,9,3.77,4.0
6.5,38,0.95,4,6,4.95,4.79
7.51,8,1.03,5,5,5.61,6.22
9.33,23,4.92,7,6,6.82,6.35
8.28,59,2.75,7,3,6.88,7.19
7.62,17,2.67,7,6,5.68,4.67
7.69,10,1.84,3,7,4.9,4.36
7.07,6,4.68,6,8,4.2,4.46
7.84,54,4.45,7,6,6.11,5.62
3.21,23,4.24,8,7,4.58,4.28
6.56,22,2.83,7,8,5.11,5.43
7.36,11,2.5,7,6,5.44,5.8
5.27,37,3.67,6,6,5.24,5.06
7.58,25,5.93,6,7,4.35,3.27
6.69,7,7.14,10,5,5.15,6.39
9.63,18,6.22,8,4,6.35,7.25
9.36,11,5.01,7,6,6.68,5.22
6.3,0,5.96,7,5,3.87,5.59
6.77,33,1.64,6,5,6.18,6.35
6.89,3,2.57,6,5,6.11,5.36
6.32,14,5.05,8,6,5.39,5.28
7.29,8,3.76,5,6,4.06,4.91
5.86,8,4.68,6,8,3.09,3.64
5.3,13,5.96,4,9,4.97,3.16
7.93,116,5.65,7,4,5.96,7.08
7.94,10,1.82,8,6,5.56,7.31
5.79,4,4.02,7,6,3.46,5.61
8.34,19,2.16,6,4,4.4,4.47
6.05,5,2.45,6,7,5.09,3.92
7.38,2,0.58,6,7,4.7,4.8
8.23,1,4.27,8,5,6.49,6.53
6.95,0,0.5,8,3,5.74,6.22
7.68,11,4.79,3,8,5.01,6.48
6.23,11,6.72,4,10,3.3,4.16
6.71,4,5.06,7,5,5.82,5.7
6.69,31,4.1,4,6,3.89,5.06
5.88,3,7.07,8,7,4.14,5.13
6.73,49,4.65,6,4,4.85,6.53
4.68,18,2.27,7,9,3.86,4.26
6.26,1,4.25,6,7,3.31,3.75
6.57,66,7.92,6,7,4.32,5.49
6.62,7,1.81,4,7,3.64,5.23
6.64,12,1.24,5,6,6.22,5.01
6.91,7,5.23,6,6,4.73,4.71
7.72,26,3.55,6,5,5.25,7.74
8.31,13,2.94,7,4,6.54,5.2
6.03,3,1.48,5,7,4.06,4.46
5.2,2,0.5,6,8,4.52,4.97
5.44,26,1.09,9,6,6.09,5.72
6.27,5,7.23,7,7,5.02,4.89
6.47,3,3.98,6,6,4.71,4.64
5.85,14,0.5,3,9,3.84,4.2
5.06,32,6.37,4,8,3.94,3.85
6.32,7,6.47,7,5,5.32,5.42
7.27,6,6.46,7,7,5.21,4.67
7.89,36,3.15,2,8,4.45,4.65
6.16,3,3.46,7,4,4.5,3.99
6.38,19,4.28,5,8,4.75,4.92
5.61,62,6.8,5,7,3.66,6.66
6.95,37,2.89,8,4,6.11,6.64
5.73,1,2.49,7,6,4.94,4.97
7.86,8,5.39,6,5,4.2,5.93
4.32,3,6.42,7,6,3.61,4.37
6.46,60,3.89,5,7,5.91,6.33
7.45,85,5.34,5,7,4.88,6.44
7.28,5,4.22,8,4,6.17,5.84
11.0,22,3.5,8,2,6.56,6.92
7.52,37,2.34,5,7,4.17,5.39
5.49,5,1.69,5,7,4.77,4.45
6.86,4,2.77,8,3,6.64,6.38
4.34,0,2.05,5,6,3.92,4.83
6.88,11,4.57,7,6,5.44,6.83
5.75,46,6.44,4,9,4.88,3.63
8.37,47,4.41,5,7,5.26,4.36
6.18,3,2.16,8,6,5.32,4.65
6.82,5,5.71,4,7,3.95,3.64
6.05,10,4.59,5,8,3.59,5.09
9.61,30,4.99,7,5,5.24,5.07
6.52,19,2.96,3,7,3.49,4.2
9.75,14,6.27,6,4,6.82,5.21
8.22,18,6.26,8,6,6.96,5.92
7.72,2,3.63,8,4,5.12,5.76
7.55,13,5.44,6,5,5.74,3.95
7.59,97,6.2,6,7,5.66,6.33
4.11,2,3.07,9,6,5.89,4.25
6.58,15,3.84,8,7,5.26,5.73
8.27,7,4.16,6,6,4.85,7.02
